Price,Close,High,Low,Open,Volume
Ticker,SHEL,SHEL,SHEL,SHEL,SHEL
Date,,,,,
2015-01-02,38.58431625366211,38.68800673369459,38.17531174161263,38.60735467591999,4496666
2015-01-05,36.75244903564453,37.46099913016628,36.54506809139742,37.380351473511034,7235318
2015-01-06,36.303131103515625,37.259386128185234,36.291609693882954,36.637243192926256,7664435
2015-01-07,36.7236442565918,37.098082292711304,36.42409426719292,36.562348953639976,4969365
2015-01-08,37.46676254272461,37.63957707371128,36.85614109147898,37.023196017093,4673947
2015-01-09,36.99440002441406,37.292449198492996,36.66604754351559,37.21330021335693,3734329
2015-01-12,36.25128173828125,36.51050793183997,35.88836506729905,36.42986027106258,4648799
2015-01-13,36.28007888793945,36.608431286234655,35.92292407176432,36.40681216359151,2628551
2015-01-14,35.88261032104492,36.02086284467554,35.168298290672574,35.47936976506784,6697948
2015-01-15,36.00933074951172,36.527783052993456,35.8883592778605,36.3031211206459,8532366
2015-01-16,37.092323303222656,37.17297096081416,36.30888514807569,36.3204065559436,4195103
2015-01-20,37.20753479003906,37.397634732846164,36.881603968413906,37.363072705051394,3356073
2015-01-21,37.80086898803711,37.95064067165726,37.547402454269246,37.66837391948565,3503008
2015-01-22,37.93912887573242,38.181014718853916,37.55892900079821,37.76630995167727,3521010
2015-01-23,37.55317306518555,37.99097340534434,37.282425457869884,37.32851109208701,8150396
2015-01-26,38.27899932861328,38.5209466937153,37.70870392902012,37.89880386054039,3415227
2015-01-27,38.41725158691406,38.57278507896061,37.985208737380496,38.0197707589537,3894255
2015-01-28,36.93103790283203,37.95641930603534,36.88495225898789,37.92761467989053,3602848
2015-01-29,35.894126892089844,36.210957929973056,35.60609827628985,36.176393704982836,5425884
2015-01-30,35.398719787597656,35.58305793875405,34.949393621355355,35.23742225722273,6676020
2015-02-02,36.25703430175781,36.30311992609912,35.750105618904485,36.043893782888034,5789622
2015-02-03,38.59583282470703,38.62463744301105,37.472523030333235,37.48404224067422,10603030
2015-02-04,37.6856575012207,38.071614734911115,37.39187152063279,37.50679112420537,8858332
2015-02-05,38.486385345458984,38.60735684647004,38.037061371712696,38.09466622053202,5306936
2015-02-06,38.15803146362305,38.42301727438114,37.985216923546766,38.12923123776104,4870901
2015-02-09,38.434539794921875,38.68685051059459,38.14651117463015,38.14651117463015,4728350
2015-02-10,38.06585693359375,38.12922357070366,37.58772845175251,38.04857592255781,3968508
2015-02-11,37.78537368774414,37.85549524801079,37.382156882650314,37.55162475061163,2555342
2015-02-12,38.188575744628906,38.50413605597232,37.91976609979318,38.00742248489784,3490878
2015-02-13,38.75542449951172,38.83139100679711,38.45739450288595,38.45739450288595,2950908
2015-02-17,38.80216598510742,38.93656857834167,38.20610613305873,38.49245062164969,2615810
2015-02-18,38.88398361206055,39.04176156366643,38.6736100376596,38.767106927176876,2384102
2015-02-19,38.03080368041992,38.3427393696321,38.02495873160825,38.20027152884121,2586496
2015-02-20,38.451541900634766,38.48660266858623,37.989889136256544,38.01910495675323,2027032
2015-02-23,38.08339309692383,38.34636228070571,37.9197702048228,38.17104949151779,2506710
2015-02-24,38.504150390625,38.58011690818972,38.17105956993256,38.57427641649363,2618076
2015-02-25,38.545047760009766,38.55673765764642,38.07755439750545,38.21780196041778,2253696
2015-02-26,37.87887191772461,38.095090472383234,37.77368511524073,38.036649892255284,2700369
2015-02-27,38.200260162353516,38.46509288626946,38.08338351284498,38.11260378981919,2488013
2015-03-02,37.57499694824219,37.94899343302555,37.34124803065514,37.91392819743414,4226585
2015-03-03,36.99061965942383,37.127946962773265,36.83283949573689,36.908808218073844,7895542
2015-03-04,36.7685546875,36.847445875888006,36.359497522504256,36.72180625258378,3720261
2015-03-05,36.429622650146484,36.58740280362134,36.3536539327265,36.546497085593906,2632006
2015-03-06,35.66995620727539,36.03226509353331,35.65242358607906,35.92707828313661,3335327
2015-03-09,35.73423767089844,36.05564082650779,35.70238915700813,35.845267203433934,2991803
2015-03-10,34.32005310058594,35.114796732935666,34.279147375026305,35.0096099445838,6947076
2015-03-11,33.951900482177734,34.2733058069385,33.864246308402464,34.2148674618934,4596895
2015-03-12,34.279136657714844,34.95700562116187,34.20609042359687,34.95116290327786,4534142
2015-03-13,33.461021423339844,33.60127118827557,33.203899455017805,33.60127118827557,4974712
2015-03-16,33.75905990600586,33.81165330255578,33.38506341018196,33.66556078204989,3166055
2015-03-17,34.144737243652344,34.34342312098045,33.99069767393598,34.15642491045923,3803137
2015-03-18,35.49462890625,35.59397071979485,34.26160805365196,34.50704234301754,5267388
2015-03-19,35.179073333740234,35.29594777588447,34.78754428693624,35.13816761336894,3617332
2015-03-20,35.956295013427734,36.17835629705588,35.7634540209786,35.892013939546274,3321630
2015-03-23,36.558189392089844,36.74518762086209,36.38872155064165,36.69259422969523,3573721
2015-03-24,36.03810119628906,36.57572282060741,36.03810119628906,36.57572282060741,2686633
2015-03-25,36.482215881347656,36.75687046911588,36.41583047111668,36.62830836774447,2866301
2015-03-26,35.856937408447266,36.50558835389722,35.751750648147585,36.400401593597536,2946525
2015-03-27,35.34269714355469,35.55891341822429,35.25504298154007,35.5238526450963,2870528
2015-03-30,35.60565948486328,35.88919517148429,35.54137843684608,35.792715640405625,1788820
2015-03-31,34.85768127441406,35.12064606561327,34.75833718706714,34.85768127441406,3103805
2015-04-01,35.173221588134766,35.48293913434136,35.062192115611886,35.325159002317804,4380059
2015-04-02,35.25504684448242,35.34760970321277,35.044673265885024,35.278419952730566,3050833
2015-04-06,35.938758850097656,36.195880875132914,35.51801169168098,35.8043540032023,2015460
2015-04-07,36.20172119140625,36.53486986518863,36.16665818962688,36.2601572985106,2438767
2015-04-08,34.96286392211914,35.459577612160835,34.498288536505775,35.45373266285022,10456969
2015-04-09,34.711578369140625,34.88688892066262,34.30836164852595,34.32004931585337,8933628
2015-04-10,34.904415130615234,34.980383844556194,34.647293167761525,34.65313588612883,4529368
2015-04-13,34.94533157348633,35.18492322558815,34.92780118380901,35.073893708973415,2769151
2015-04-14,35.325164794921875,35.57644405795728,35.325164794921875,35.541381057582164,8755345
2015-04-15,36.33027648925781,36.394557536479326,35.79674780986902,36.0439364797002,4951927
2015-04-16,36.96723937988281,37.24773889726695,36.587400277398224,36.850367181699426,3961887
2015-04-17,36.663368225097656,36.663368225097656,36.359495611929525,36.441307040629745,2678825
2015-04-20,36.7276496887207,37.02567960526373,36.639995535592,36.78024307227568,2493491
2015-04-21,36.476383209228516,36.78779508881337,36.38288407563633,36.64585108548785,3371366
2015-04-22,36.441314697265625,36.540656530361545,36.23678385334713,36.51143847528596,3053322
2015-04-23,36.79193878173828,36.961406635707185,36.62247092776937,36.69843966044421,2497302
2015-04-24,36.67505645751953,36.84452427514451,36.558184252862425,36.821148942535324,2033646
2015-04-27,36.86790466308594,37.10428178341334,36.86790466308594,36.96140377714888,2110386
2015-04-28,37.03736877441406,37.15739752273111,36.80361989819704,36.961400055264356,2416947
2015-04-29,37.10749435424805,37.38325910172269,36.82407455250903,36.89127808218518,3014746
2015-04-30,37.06660079956055,37.31203520583426,36.95557126755987,37.177630331561225,3188580
2015-05-01,37.13087844848633,37.1659392294629,36.47638230045203,37.00231630705189,3661755
2015-05-04,37.259422302246094,37.58082528811523,37.23020425429329,37.42304738333127,3271516
2015-05-05,37.14840316772461,37.668492145299055,37.09580977509378,37.51655468694564,2531476
