Price,Close,High,Low,Open,Volume
Ticker,GS,GS,GS,GS,GS
Date,,,,,
2015-01-02,157.1490478515625,158.21604796650732,155.7667839667726,157.86846842682678,1877700
2015-01-05,152.24246215820312,156.84998890009493,151.54729059123235,156.05782066516835,3413200
2015-01-06,149.1626739501953,152.50111526501092,148.6776660090536,152.21011296717876,3429200
2015-01-07,151.38558959960938,151.9595151960375,150.16500325723698,151.03801006537748,1896800
2015-01-08,153.80250549316406,154.2470939489887,152.97799711456764,153.058835864449,1962500
2015-01-09,151.4421844482422,154.64319718811927,151.12693300667453,153.97227492339562,1980700
2015-01-12,149.59921264648438,151.58771845635368,148.82320225665242,151.4503023909779,2084200
2015-01-13,149.48599243164062,153.0831076506264,148.22498668636834,150.8197579962658,2745300
2015-01-14,145.68682861328125,147.5298392068123,143.96507618216938,146.45474763820832,5204700
2015-01-15,144.28030395507812,146.79423649781194,143.48004461800068,145.64638528671622,3146000
2015-01-16,143.26181030273438,145.58174988385431,140.69937907050877,142.85764110520483,5124100
2015-01-20,141.9684600830078,144.15097103395,140.8367790584078,143.53663836409078,3606600
2015-01-21,143.19711303710938,144.19945688632797,139.697019342496,141.0954410319423,3737000
2015-01-22,147.14991760253906,147.59450619148774,143.27798207536472,144.53898801182626,6228200
2015-01-23,145.89703369140625,147.9097888471461,145.84044407076615,146.65686159033655,3123800
2015-01-26,145.84043884277344,146.30119773397914,143.93275938275818,144.4662657828067,2736500
2015-01-27,142.6636505126953,144.40157316160335,142.5100642412144,143.26990432058398,3335600
2015-01-28,139.88296508789062,143.859988606886,139.81829653462256,143.66598294708183,3017300
2015-01-29,142.25949096679688,142.51007391758955,139.89914412792893,139.9880495182279,2421400
2015-01-30,139.36558532714844,142.0169335090376,139.29283785286609,140.75592795109782,3037400
2015-02-02,141.85528564453125,141.9442033464747,139.24434418485708,139.8344399951467,2975300
2015-02-03,145.6949005126953,145.8888938119388,142.1947941724343,142.27562060236454,3766900
2015-02-04,144.51473999023438,146.07483953575365,144.31265538768238,144.46624165910436,2980500
2015-02-05,146.12327575683594,146.79419783224333,144.87842822705258,145.0481846481176,2434400
2015-02-06,148.2735137939453,149.23543850885576,146.42242419760206,147.15801513656484,3250900
2015-02-09,147.29544067382812,147.8855243180909,146.4305125688495,146.86702226075516,2421900
2015-02-10,149.1868896484375,149.38089524822797,147.4004692122969,148.20880737669827,2556300
2015-02-11,151.68466186523438,152.12117141069163,148.53214774476473,148.79082189529677,4079600
2015-02-12,153.406494140625,153.58432961428824,151.4826443805961,152.16973710468295,3086700
2015-02-13,152.77589416503906,154.65932333512137,152.24238808233557,153.47914433407365,2720400
2015-02-17,153.60044860839844,154.09353546922733,152.2181846758245,152.59810466700068,2123300
2015-02-18,152.5092010498047,153.61662068616525,151.82212082567273,153.2124514951706,1850700
2015-02-19,152.86488342285156,153.46305831090453,151.37754364821075,151.70895303574184,1470400
2015-02-20,154.8048858642578,154.90997380547682,151.19970343011448,152.25054583950825,2317100
2015-02-23,153.8348846435547,154.18247658228125,152.99421810341113,154.18247658228125,1691100
